Question,Answer
Kübra Sertkaya kimdir?,"Kübra Sertkaya Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Deprem Mühendisliği, İnşaat Geoteknik Mühendisliği"
Serkan Yılmaz kimdir?,"Serkan Yılmaz Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Cerrahi Onkoloji, Genel Cerrahi"
Delal Aydın kimdir?,Delal Aydın Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Yönetimi
Fatma Köse kimdir?,"Fatma Köse Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görsel Tasarım, Yapı İnşaat Yönetimi ve Proje Planlaması, Yapı, Çevre, Yerleşim ve Ürünlerde Koruma, Restorasyon, Yenileme"
Fethiye Tunç kimdir?,"Fethiye Tunç Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uluslararası Siyaset, Siyaset Bilimi (Diğer)"
Şükriye Derya Deveci kimdir?,Şükriye Derya Deveci Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Genetik (Kanser Genetiği hariç)
Özge Erdoğan Yamaç kimdir?,"Özge Erdoğan Yamaç Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ulaşım ve Trafik, Ulaştırma Mühendisliği"
Azize Beştaş kimdir?,Azize Beştaş Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Anesteziyoloji
Emine Sığınır kimdir?,Emine Sığınır Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Sahası Yeni Türk Edebiyatı
Aykut Firat kimdir?,Aykut Firat Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ulaştırma Mühendisliği
Haydar Eren kimdir?,Haydar Eren Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Akışkan Mekaniği ve Termal Mühendislik
İlkay Saltık kimdir?,İlkay Saltık Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uluslararası İşletmecilik
Erol Uhray kimdir?,Erol Uhray Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Melike Aslan kimdir?,Melike Aslan Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kadın Hastalıkları ve Doğum
Mehmet Bozan kimdir?,Mehmet Bozan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Parazitoloji
Asiye Merve Nur Erdoğan kimdir?,"Asiye Merve Nur Erdoğan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görüntü İşleme, Yapay Zeka"
Serap Tunç kimdir?,Serap Tunç Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mühendislik
Şeyma Altınkaya Ulutaş kimdir?,Şeyma Altınkaya Ulutaş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Temel Eğitim
Yasir Konca kimdir?,Yasir Konca Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Yazılımı
Şeyma Firdevs Korkmaz kimdir?,Şeyma Firdevs Korkmaz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uygulamalı Matematik
Aslıhan Taşkın kimdir?,Aslıhan Taşkın Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Antrenman
Betül Düzleme kimdir?,Betül Düzleme Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enzimler
Mehmet Fatih Söyler kimdir?,"Mehmet Fatih Söyler Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İslam Felsefesi, Limnoloji"
Hilal Şahin kimdir?,Hilal Şahin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Ercan Kökmen kimdir?,Ercan Kökmen Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Ünal Yıldırım kimdir?,"Ünal Yıldırım Fırat Üniversite kurumunda Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Dil Çalışmaları, Türk Dili ve Edebiyatı, Eski Türk Dili (Orhun, Uygur, Karahanlı), Tarihi Kuzey Doğu Türk Dili (Harezm, Kıpçak, Çağatay), Yeni Türk Dili (Eski Anadolu, Osmanlı, Türkiye Türkçesi)"
Superbox Kampanyalari kimdir?,Superbox Kampanyalari Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim
Umutcan Türk kimdir?,"Umutcan Türk Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mühendislik, Malzeme Bilimi ve Teknolojileri, Makine Mühendisliği, Kompozit ve Hibrit Malzemeler, Metaller ve Alaşım Malzemeleri , CAD/CAM Sistemleri"
Eyup Muhammed Güneş kimdir?,Eyup Muhammed Güneş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Cumhuriyeti Tarihi
Hakan Kaya kimdir?,Hakan Kaya Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim
Berna Kaymaz kimdir?,Berna Kaymaz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çocuk ve Ergen Ruh Sağlığı ve Hastalıkları
Tuğçe Kaymaz kimdir?,Tuğçe Kaymaz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Şule Erdem kimdir?,Şule Erdem Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Zeynep Betül Sunkar kimdir?,Zeynep Betül Sunkar Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyoloji
Abdullah Çağatay kimdir?,Abdullah Çağatay Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tefsir
Hazal Kayapınar Temel kimdir?,Hazal Kayapınar Temel Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sinema
Bilal Rabiu Kolo kimdir?,Bilal Rabiu Kolo Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gazetecilik Çalışmaları
Baki Beyaz kimdir?,Baki Beyaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Biyokimya ve Hücre Biyolojisi
Muhsin Çapkan kimdir?,Muhsin Çapkan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Uluslararası Ticaret
Erol Keleş kimdir?,Erol Keleş Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kulak Burun Boğaz
Selin Sonbahar kimdir?,"Selin Sonbahar Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İletişim ve Medya Çalışmaları, İletişim Kuramları, Örgütsel, Kişilerarası ve Kültürlerarası İletişim, Radyo-Televizyon, Televizyon Programcılığı, İletişim Sosyolojisi, Sinema, Belgesel Film - Politik Sinema, Film Eleştirisi, Film Yapım ve Yönetimi, Sinema Kuramları, Sinema ve Estetik, Sinema-TV Yapım ve Yönetimi, Sinema Tarihi"
Fatih Genç kimdir?,Fatih Genç Fırat Üniversite kurumunda Uzm. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İç Hastalıkları
Nur Keklik kimdir?,Nur Keklik Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kimya Mühendisliği
Derya Durmaz kimdir?,Derya Durmaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Merve Kavak Balgetir kimdir?,Merve Kavak Balgetir Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Histoloji ve Embriyoloji
Hasan Bekir Sayat kimdir?,Hasan Bekir Sayat Fırat Üniversite kurumunda Uzm. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim
Hakan Tutumlu kimdir?,"Hakan Tutumlu Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Termodinamik ve İstatistiksel Fizik, Akışkan Mekaniği ve Termal Mühendislik, Otomotivde Isı Transferi"
Tuba Türkman kimdir?,Tuba Türkman Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Odyoloji
Bekir Eşer kimdir?,Bekir Eşer Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Diş Hekimliği
İlknur Yentimur kimdir?,İlknur Yentimur Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İletişim ve Medya Çalışmaları
Derda Limoncuoğlu kimdir?,Derda Limoncuoğlu Fırat Üniversite kurumunda Dr. Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kulak Burun Boğaz
Hatun Nisa Ateş kimdir?,Hatun Nisa Ateş Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yeni Medya
Muhammed Kılınçarslan kimdir?,Muhammed Kılınçarslan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İş ve Örgüt Sosyolojisi
Hazel Çelik kimdir?,Hazel Çelik Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Toplumsal Cinsiyet ve Siyaset
Fırat Tosun kimdir?,Fırat Tosun Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görüntü İşleme
Şefik Parlak kimdir?,Şefik Parlak Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tefsir
Sinem Kuk kimdir?,Sinem Kuk Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Mekatronik Mühendisliği
Recep Karakuş kimdir?,Recep Karakuş Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Periodontoloji
Ferda Yardımcı kimdir?,Ferda Yardımcı Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
Kenan Doğan kimdir?,Kenan Doğan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği (Diğer)
Mehmet Ali Yılar kimdir?,Mehmet Ali Yılar Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Eğitim Yönetimi
Gökhan Turan kimdir?,"Gökhan Turan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Makine Öğrenmesi Algoritmaları, Veri Madenciliği ve Bilgi Keşfi, Doğal Dil İşleme"
Alnd Fakhır Salıh Zebari kimdir?,"Alnd Fakhır Salıh Zebari Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Maliye Politikası, Para Politikası"
Elif Nisa Erdem kimdir?,"Elif Nisa Erdem Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veri Yapıları ve Algoritmalar, Akıllı Robotik, Programlama Dilleri, Robotik ve Kodlama"
Lütfiye Sirka kimdir?,"Lütfiye Sirka Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İnorganik Kimya, Nanoteknoloji"
Tuğçe Çetinkaya kimdir?,"Tuğçe Çetinkaya Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Makineleri ve Sürücüler, Elektrik Mühendisliği (Diğer)"
Sedat Öztürk kimdir?,Sedat Öztürk Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Antrenman
Muharrem Çakmak kimdir?,"Muharrem Çakmak Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Göğüs Cerrahisi, Göğüs Hastalıkları"
Yusuf Polat kimdir?,Yusuf Polat Fırat Üniversite kurumunda Okutman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Radyo Yayıncılığı
İlknur Vurmaz kimdir?,İlknur Vurmaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sınıf Eğitimi
Tuba Akpınar kimdir?,"Tuba Akpınar Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yönetim Bilişim Sistemleri, Dijitalleşme, Veri Güvenliği ve Korunması, Siber Güvenlik ve Gizlilik (Diğer), Davranışsal İktisat, Ekoloji, Sürdürülebilirlik ve Enerji, Atık Yönetimi, Azaltma, Yeniden Kullanım ve Geri Dönüşüm, Yenilenebilir Enerji Sistemleri"
Meysa Simge Sarul kimdir?,Meysa Simge Sarul Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Öğretmen Eğitimi ve Eğitimcilerin Mesleki Gelişimi
Ahmet Selçuk Akdemir kimdir?,Ahmet Selçuk Akdemir Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Nesrişah Saylan kimdir?,"Nesrişah Saylan Fırat Üniversite kurumunda Doç. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Din, Toplum ve Kültür Araştırmaları"
Fahrettin Göktaş kimdir?,"Fahrettin Göktaş Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Atom ve Molekül Fiziği, Nükleer ve Plazma Fiziği (Diğer)"
Nurettin Mumcu kimdir?,Nurettin Mumcu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Egzersiz ve Spor Bilimleri
Bilal Ertuğrul kimdir?,Bilal Ertuğrul Fırat Üniversite kurumunda Yrd. Doç. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Beyin ve Sinir Cerrahisi (Nöroşirurji)
Muharrem Gokhan Beydaği kimdir?,"Muharrem Gokhan Beydaği Fırat Üniversite kurumunda Dr. Öğr. Üyesi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri, Fiziksel Tıp ve Rehabilitasyon, Rehabilitasyon"
Burcu Daşğın kimdir?,Burcu Daşğın Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Gazetecilik Çalışmaları
Mücahit Bozkurt kimdir?,Mücahit Bozkurt Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Sistem Yazılımı
Mehmet Semih Çelik kimdir?,Mehmet Semih Çelik Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Dermatoloji
Fatih Sögüt kimdir?,Fatih Sögüt Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Arap Dili ve Belagatı
Esma Nur Aslan kimdir?,Esma Nur Aslan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türk Halk Edebiyatı
Necip İlhan kimdir?,Necip İlhan Fırat Üniversite kurumunda Prof. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Tıbbi Biyokimya ve Metabolomik
Rahmi Turan kimdir?,Rahmi Turan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Toz Metalurjisi
Burak Gençer kimdir?,"Burak Gençer Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Havacılık Elektroniği, Havacılık Malzemeleri, Havacılık Yapıları, Türkiye Cumhuriyeti Tarihi, Yakınçağ Askeri Tarih"
Ömer Miraç Kökçam kimdir?,"Ömer Miraç Kökçam Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Derin Öğrenme, Yapay Görme"
Bengü Çağla Sari kimdir?,Bengü Çağla Sari Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Adli Bilişim
Cagla Cavusoglu kimdir?,Cagla Cavusoglu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilgisayar Yazılımı
Büşra Özdemir kimdir?,Büşra Özdemir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Arap Dili ve Belagatı
Berat Ergenekon kimdir?,"Berat Ergenekon Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Spor Biliminde Hareket Eğitimi, Spor Faaliyetleri Yönetimi, Egzersiz ve Spor Psikolojisi"
Muhammed Emrullah Karaca kimdir?,Muhammed Emrullah Karaca Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görsel İletişim Tasarımı (Diğer)
Ahmet Turan kimdir?,"Ahmet Turan Fırat Üniversite kurumunda Dr. Öğretim Görevlisi derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bölgesel Çalışmalar, Türk Dış Politikası, Türk Dünyası Çalışmaları, Savaş Çalışmaları"
Fatma Kaya kimdir?,"Fatma Kaya Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Ağız Araştırmaları Bilimi, Yeni Türk Dili (Eski Anadolu, Osmanlı, Türkiye Türkçesi)"
Hasan Emre Özdemir kimdir?,"Hasan Emre Özdemir Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Plastik, Rekonstrüktif ve Estetik Cerrahi"
Samet Cihangir kimdir?,Samet Cihangir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genel Fizik
Mehmet Çelik kimdir?,Mehmet Çelik Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Hayvan Sağlığı Ekonomisi ve İşletmeciliği
Yusuf Bulucu kimdir?,Yusuf Bulucu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Coğrafi Bilgi Sistemleri
Hıfsı Altınok kimdir?,Hıfsı Altınok Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Operator Algebras and Functional Analysis
Beyzanur Celik kimdir?,"Beyzanur Celik Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Derin Öğrenme, Nöral Ağlar, Denetimli Öğrenme, Makine Öğrenmesi Algoritmaları, Veri Mühendisliği ve Veri Bilimi, Veri Analizi"
Taher Eskandarifard kimdir?,"Taher Eskandarifard Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji, Yenilenebilir Enerji Sistemleri"
Mehmet Mert Menevşe kimdir?,"Mehmet Mert Menevşe Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Görüntü İşleme, Derin Öğrenme"
Hakan Gures kimdir?,"Hakan Gures Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Madenlerde İş Güvenliği ve İşçi Sağlığı, Metalik Madenler, Maden Yatakları ve Jeokimya"
Kevser Çöklü kimdir?,"Kevser Çöklü Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İslam Hukuku, Kelam, Tefsir"
Diren Gezgin kimdir?,Diren Gezgin Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türk Halk Edebiyatı
Şeyma Firdevs Hızal kimdir?,"Şeyma Firdevs Hızal Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Matematikte Optimizasyon, Sayısal Analiz, Biyolojik Matematik, Uygulamalı Matematik (Diğer)"
Burak Çakil kimdir?,"Burak Çakil Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yapı Dinamiği, Deprem Mühendisliği, Betonarme Yapılar"
Tuğba Özdemir kimdir?,Tuğba Özdemir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bitki Fizyolojisi
Hüseyin Çağdaş Batmaz kimdir?,"Hüseyin Çağdaş Batmaz Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Yerel Yönetimler, Kamu Yönetimi, Spor Hukuku"
Nilay İçkilli kimdir?,Nilay İçkilli Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Public Health
Beyza Öztürk kimdir?,Beyza Öztürk Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri
Arzu Orman kimdir?,"Arzu Orman Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İngiliz ve İrlanda Dili, Edebiyatı ve Kültürü"
Burak Ayyılmaz kimdir?,"Burak Ayyılmaz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Betonarme Yapılar, Deprem Mühendisliği, İnşaat Mühendisliğinde Sayısal Modelleme, Yapı Dinamiği"
Ali Talu kimdir?,Ali Talu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
İbrahim Usta kimdir?,İbrahim Usta Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyoloji
Ahmet Kavaklı kimdir?,Ahmet Kavaklı Fırat Üniversite kurumunda Prof. Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri
Nazlı Bal Hatunoğlu kimdir?,Nazlı Bal Hatunoğlu Fırat Üniversite kurumunda Doktora derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türk Halk Bilimi
Elif Asya Can kimdir?,Elif Asya Can Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çağdaş Türk Lehçeleri ve Edebiyatları
Ahmet Yıldırım kimdir?,Ahmet Yıldırım Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Elektrik Mühendisliği
Ayşe Yılmaz kimdir?,Ayşe Yılmaz Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Çevre Politikası
Elif Şeyma Baykara kimdir?,"Elif Şeyma Baykara Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: İngiliz ve İrlanda Dili, Edebiyatı ve Kültürü"
Hasan Hamra kimdir?,Hasan Hamra Fırat Üniversite kurumunda Okutman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Otomotiv Mühendisliği
Nisanur Çelikdemir kimdir?,Nisanur Çelikdemir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Veteriner Biyokimya
Youtube Donusturucu kimdir?,Youtube Donusturucu Fırat Üniversite kurumunda Uzman derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Pshdar Ahmed Ibrahim kimdir?,Pshdar Ahmed Ibrahim Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Genel Fizik
Sema Gül Süt kimdir?,Sema Gül Süt Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kamu Yönetimi
Nejmettin Tütün kimdir?,Nejmettin Tütün Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Türkiye Sahası Yeni Türk Edebiyatı
Revşan Bedir kimdir?,Revşan Bedir Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyoloji
Tuğçe Kaymaz kimdir?,Tuğçe Kaymaz Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sağlık Bilimleri
Merve Sefa Demir kimdir?,Merve Sefa Demir Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Sosyoloji
Mehmet İkbal İpek kimdir?,"Mehmet İkbal İpek Fırat Üniversite kurumunda Dr. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Üroloji, Sağlık Bilimleri"
Ebuzer Duyu kimdir?,Ebuzer Duyu Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Temel Eğitim
Ömer Faruk Yakut kimdir?,Ömer Faruk Yakut Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Bilinmiyor
Araz Hassan kimdir?,"Araz Hassan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Enerji Üretimi, Dönüşüm ve Depolama (Kimyasal ve Elektiksel hariç)"
Serdar Apuhan kimdir?,"Serdar Apuhan Fırat Üniversite kurumunda Yüksek Lisans derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Kamu Yönetimi, Siyaset Bilimi"
Abdülmecit Adam kimdir?,Abdülmecit Adam Fırat Üniversite kurumunda Arş. Gör. derecesinde çalışmaktadır. Çalışma alanı ise şunlardır: Güzel Sanatlar Eğitimi
